sampleid,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,primary,trace,lab_null,lab_num_substances_any,lab_num_substances,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_designer_benzos_any,lab_benzos_any,lab_nitazenes_any,lab_opiates_opioids_any,lab_synthetic_cannabinoids_any,lab_meth_impurities_any,lab_mdma_impurities_any,lab_cocaine_impurities_any,lab_common_cuts_any,lab_heroin_impurities_any,lab_cannabinoids_any,lab_fentanyl_impurities_any,lab_pf_fent_impurities_any,lab_substituted_cathinones_any,state_county,statefips,countyfips_3,countyfips,tracestim,category,program
"300692","Phoenix","Maricopa County","AZ","Arizona","14Sep2022","cotton","cotton",1,"heroin",1,0,0,0,0,0,0,0,0,"light brown",0,"powder; chunky",,,1,,,"","weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"20Sep2022",1,1,,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"AZ | MARICOPA",4,13,4013,1,"",10
"400318","Lafayette","Tippecanoe County","IN","Indiana","08Feb2023","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals; powder; shiny",,,1,,1,"shiny","more down","",,,,1,,,,1,,"shard","wound after one injection, very tired - does not make you up at all","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IN | TIPPECANOE",18,157,18157,0,"Methamphetamine",7
"400314","Lafayette","Tippecanoe County","IN","Indiana","08Feb2023","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"crystals; powder; shiny",,,1,,1,"shiny","weird; weaker; more down","weaker",1,,,1,,,,,,"shard","weird feeling, doesn't last sleepy - not up at all","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IN | TIPPECANOE",18,157,18157,0,"Methamphetamine",7
"999010","Lafayette","Tippecanoe County","IN","Indiana","17Jan2023","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals",,,,,1,"","normal","normal",,,,1,,,1,,,"","sleepy, dizziness, burns, redness/swelling in ankles and feet","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IN | TIPPECANOE",18,157,18157,0,"Methamphetamine",7
"400323","Lafayette","Tippecanoe County","IN","Indiana","08Feb2023","swab","swab",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder; dull",,,1,,,"dull","weird; weaker; hallucinations","weaker",1,1,,1,,,,,,"","nervous, doesn't last, sleepy","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IN | TIPPECANOE",18,157,18157,0,"Methamphetamine",7
"400223","Sanford","York County","ME","Maine","01Feb2023","pill","pill",1,"amphetamine",0,0,0,0,0,0,0,0,0,"orange",1,"pill",,1,,,,"","weird","",1,,,,,,,,,"","","not overdose related","not involved","",,0,"03Feb2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ME | YORK",23,31,23031,0,"Methamphetamine",11
"400278","Sanford","York County","ME","Maine","01Feb2023","spatula","spatula",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"crystals",,,,,1,"","weird","",1,,,,,,,,,"","","unknown","","",,0,"03Feb2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ME | YORK",23,31,23031,0,"Methamphetamine",11
"300853","Benzie County","Benzie County","MI","Michigan","12Jan2023","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","long","",,,,,,1,,,,"","","not overdose related","not involved","",,0,"23Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MI | BENZIE",26,19,26019,0,"Methamphetamine",8
"300792","Traverse City","Grand Traverse County","MI","Michigan","30Sep2022","unknown","unknown",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals; shiny",,,,,1,"shiny","","",,,,,,,,,,"","","unknown","","",,0,"11Oct2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MI | GRAND TRAVERSE",26,55,26055,0,"Methamphetamine",8
"300876","Traverse City","Grand Traverse County","MI","Michigan","16Nov2022","unknown","unknown",1,"heroin",1,0,0,0,0,0,0,0,0,"gray",0,"powder; dull",,,1,,,"dull","weird","",1,,,,,,,,,"","","unknown","","",,0,"21Nov2022",1,1,,6,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"MI | GRAND TRAVERSE",26,55,26055,1,"",8
"300737","Traverse City","Grand Traverse County","MI","Michigan","30Sep2022","spatula","spatula",0,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; shiny",,,,,1,"shiny","","",,,,,,,,,,"","","unknown","","",,0,"11Oct2022",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MI | GRAND TRAVERSE",26,55,26055,0,"Methamphetamine",8
"300746","Kalkaska","Kalkaska County","MI","Michigan","20Oct2022","swab","swab",1,"heroin; fentanyl",1,1,0,0,0,0,0,0,0,"unknown",1,"powder",,,1,,,"","weird","",1,,,,,,,1,,"color  can't really see much ","bad abscesses","not overdose related","not involved","",,0,"07Nov2022",1,1,,9,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"MI | KALKASKA",26,79,26079,1,"",8
"300681","Detroit","Wayne County","MI","Michigan","07Nov2022","spatula","spatula",1,"heroin; fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","normal; stronger","stronger",,,,,,,,,,"","","involved in OD","Overdose reported","",,0,"17Nov2022",1,1,,6,4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"MI | WAYNE",26,163,26163,1,"",30
"300689","Detroit","Wayne County","MI","Michigan","11Nov2022","cotton","cotton",1,"fentanyl",1,1,0,0,0,0,0,0,0,"purple",1,"powder; shiny",,,1,,,"shiny","weird","",1,,,,,,,1,,"","putting  holes  in arms and legs-near and way from site","unknown","","not directly from this person, but nearby - yes. Not sure same sample",,0,"17Nov2022",1,1,,7,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,"MI | WAYNE",26,163,26163,0,"Cocaine",30
"300903","Missoula","Missoula County","MT","Montana","16Feb2023","unknown","unknown",0,"fentanyl; methamphetamine",1,1,0,1,0,1,0,0,0,"clear",0,"",,,,,,"","","",,,,,,,,,,"","didn't do it yet","not overdose related","not involved","",,0,"22Mar2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MT | MISSOULA",30,63,30063,0,"Methamphetamine",20
"300996","Missoula","Missoula County","MT","Montana","30Jan2023","swab","swab",1,"methamphetamine; xylazine",0,0,1,1,0,1,0,0,0,"white",0,"powder; crystals; chunky; shiny",,,1,,1,"shiny","more down","",,,,1,,,,,,"","dull shot with lack of energy","not overdose related","not involved","",,0,"07Feb2023",1,0,,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MT | MISSOULA",30,63,30063,0,"Methamphetamine",20
"300901","Missoula","Missoula County","MT","Montana","10Nov2022","unknown","unknown",1,"methamphetamine",0,0,0,1,0,1,0,0,0,"clear; white",0,"crystals; powder; chunky",,,1,,1,"","weaker","weaker",,,,,,,,,,"","","not overdose related","not involved","",,0,"28Nov2022",1,1,,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"MT | MISSOULA",30,63,30063,0,"Methamphetamine",20
