sampleid,program,program_id,location,county,state,full_state,date_collect,sampletype,collection,consumed,expectedsubstance,expect_opioid,expect_fentanyl,expect_xylazine,expect_stimulant,expect_benzo,expect_meth,expect_cocaine,expect_cannabis,expect_hall,color,bright_color,texture,tar,pill,powder,plant,crystals,lustre,sensations,sen_strength,sen_weird,sen_hall,sen_up,sen_down,sen_nice,sen_long,sen_burn,sen_skin,sen_seizure,texture_notes,sensation_notes,overdose,od,overdose_notes,fatal_od,confirmatory,date_complete,lab_num_substances_any,lab_num_substances,lab_null,lab_fentanyl,lab_fentanyl_any,lab_xylazine,lab_xylazine_any,lab_xylazine_trace,lab_meth,lab_meth_any,lab_cocaine,lab_cocaine_any,lab_caffeine,lab_gabapentin,lab_levamisole_any,lab_mdma,lab_tramadol,lab_carfentanil,lab_carfentanil_any,lab_ketamine_any,lab_ketamine,lab_btmps_any,lab_btmps,lab_opioid,lab_opioid_any,lab_synthetic_cannabinoid,lab_synthetic_cannabinoid_any,lab_potent_benzodiazepine,lab_potent_benzodiazepine_any,lab_benzodiazepine,lab_benzodiazepine_any,lab_nitazene,lab_nitazene_any,state_county,statefips,countyfips_3,countyfips
"500263","w6f3j",152,"Espanola","Rio Arriba County","NM","New Mexico","17nov2023","swab","swab","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"black",0,"oil/wax; tar",1,,,,,"","normal","normal",,,,,,,,,,,"","not overdose related",0,,,0,"30nov2023",9,2,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NM | RIO ARRIBA COUNTY",35,39,35039
"500383","w6f3j",152,"Santa Fe","Santa Fe County","NM","New Mexico","22nov2023","spatula","spatula","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"pill; fake pill",,1,,,,"","weird; stronger","stronger",1,,,,,,,,,,"","not overdose related",0,,,0,"30nov2023",4,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | SANTA FE COUNTY",35,49,35049
"500426","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","24may2023","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear; purple; white",0,"crystals",,,,,1,"","weaker; sedating; unusual taste","weaker",,,,,,,,,,,"jittery energy, more sweating, not wakeful, no energy","not overdose related",0,,,0,"19jun2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"500486","w6f3j",152,"Espanola","Rio Arriba County","NM","New Mexico","02jun2023","spatula","spatula","taken","crack",0,0,0,1,0,0,1,0,0,"silver; white",1,"powder; flaky; chunky",,,1,,,"","sedating","",,,,,,,,,,,"","not overdose related",0,,,0,"01aug2023",3,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | RIO ARRIBA COUNTY",35,39,35039
"500563","u4c2y",84,"Brighton","Livingston County","MI","Michigan","23may2023","unknown","unknown","taken","amphetamine",0,0,0,1,0,0,0,0,0,"white; orange",1,"capsule",,,,,,"","weaker; more down","weaker",,,,1,,,,,,,"not up feeling, feels like placebo/fake","not overdose related",0,,,0,"20jun2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MI | LIVINGSTON COUNTY",26,93,26093
"500609","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","24may2023","unknown","unknown","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"shiny; fake pill",,1,,,,"shiny","sedating; stronger; more down","stronger",,,,1,,1,,,,,"stronger and lasts longer","involved in OD",1,,,0,"19jun2023",4,3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"500960","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","30may2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder",,,1,,,"","weird; sedating; stronger; more down","stronger",1,,,1,,,,,,,"","involved in OD",1,,,0,"19jun2023",2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600029","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600047","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"13feb2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600068","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","15dec2023","pill","pill","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"24jan2024",5,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600073","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","19oct2023","unknown","unknown","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"ash",1,"tar",1,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"07nov2023",3,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600100","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","19oct2023","unknown","unknown","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"",0,"crystals; oil/wax",,,,,1,"","","",,,,,,,,,,,"","unknown",,,,0,"30oct2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600103","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","23jan2025","spatula","spatula","taken","fentanyl",1,1,0,0,0,0,0,0,0,"brown",0,"powder; chunky",,,1,,,"","weaker","weaker",1,,,,,,,,,,"cooks weird","not overdose related",0,,,0,"27feb2025",10,4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600119","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","20sep2023","unknown","unknown","taken","Xanax",0,0,0,0,1,0,0,0,0,"yellow; orange",1,"pill",,1,,,,"","long; sedating; stronger; more down","stronger",,,,1,,1,,,,,"","unknown",,,,0,"11oct2023",1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600147","g9n1x",85,"Silver City","Grant County","NM","New Mexico","27sep2023","swab","swab","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","unknown",,,,0,"16oct2023",2,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | GRANT COUNTY",35,17,35017
"600160","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","24jan2025","spatula","spatula","unused","M30",1,0,0,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"21feb2025",3,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600164","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","20sep2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"powder; dull",,,1,,,"dull","nice; normal","normal",,,,,1,,,,,,"","unknown",,,,0,"09oct2023",6,5,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600170","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","02oct2023","unknown","unknown","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"cloudy; clear",0,"crystals",,,,,1,"","unusual taste; normal","normal",,,,,,,1,,,,"when smoked, burns up more quickly than usual","unknown",,,,0,"10oct2023",2,2,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600187","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","21jan2025","spatula","spatula","unused","cocaine",0,0,0,1,0,0,1,0,0,"white",0,"powder",,,1,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"27feb2025",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600216","g9n1x",85,"Silver City","Grant County","NM","New Mexico","27sep2023","spatula","spatula","taken","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"crystals",,,,,1,"","","",,,,,,,,,,,"found substances","unknown",,,,0,"16oct2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | GRANT COUNTY",35,17,35017
"600222","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","24nov2024","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"light blue",1,"fake pill",,1,,,,"","sedating","",,,,,,,,,,,"time loss","not overdose related",0,,,0,"20feb2025",4,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600230","g9n1x",85,"Silver City","Grant County","NM","New Mexico","27sep2023","swab","swab","unused","methamphetamine",0,0,0,1,0,1,0,0,0,"clear",0,"",,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"16oct2023",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | GRANT COUNTY",35,17,35017
"600238","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","02oct2023","unknown","unknown","taken","fentanyl",1,1,0,0,0,0,0,0,0,"white",0,"fine; powder",,,1,,,"","weaker; normal","weaker",,,,,,,,,,,"","unknown",,,,0,"09oct2023",7,4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600251","g9n1x",85,"Silver City","Grant County","NM","New Mexico","27sep2023","swab","swab","unused","weed",0,0,0,0,0,0,0,1,0,"",0,"oil/wax; tar",1,,,,,"","","",,,,,,,,,,,"","unknown",,,,0,"19oct2023",3,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | GRANT COUNTY",35,17,35017
"600271","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","24jan2025","spatula","spatula","taken","heroin; fentanyl",1,1,0,0,0,0,0,0,0,"brown",0,"tar",1,,,,,"","","stronger",,,,,,,,,,,"strong vinegar smell, numbing sensation after IV use","not overdose related",0,,,0,"27feb2025",5,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600273","u4c2y",84,"Albuquerque","Bernalillo County","NM","New Mexico","29sep2023","unknown","unknown","taken","cocaine",0,0,0,1,0,0,1,0,0,"gray",0,"crystals; powder; shiny; chunky",,,1,,1,"shiny","weird; unpleasant; stronger","stronger",1,,,,,,,,,,"several people reported seizures immediately post IV use, one person died 4 hours after use/seizure","involved in OD",1,,,0,"11oct2023",2,1,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | BERNALILLO COUNTY",35,1,35001
"600605","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",4,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600609","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600621","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",1,1,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600661","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"600752","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","26jan2024","swab","swab","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"",0,"",,,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"12feb2024",4,4,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"602121","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","14sep2024","pill","pill","unused","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","","",,,,,,,,,,,"","not overdose related",0,,,0,"04dec2024",4,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
"602237","r7k1x",39,"Gallup","McKinley County","NM","New Mexico","16nov2024","pill","pill","taken","fentanyl; xylazine",1,1,1,0,0,0,0,0,0,"blue",1,"pill",,1,,,,"","unpleasant","",1,,,,,,,,,,"","not overdose related",0,,,0,"04dec2024",5,2,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"NM | MCKINLEY COUNTY",35,31,35031
